symbol_id,date_id,seconds_bucket,cummulative_continous_volume,close_volume
1029677210,10,12600,2213264.0,
1029677210,10,14400,2450678.0,
1029677210,10,16200,2652723.0,
1029677210,10,18000,2846643.0,
1029677210,10,19800,3136894.0,
1029677210,10,21600,3532311.0,
1029677210,10,23400,3660721.0,
1029677210,10,25200,4545683.0,
1029677210,10,26400,4883655.0,
1029677210,10,27000,5039960.0,
1029677210,10,28500,5239344.0,
1029677210,10,28800,5281783.0,
1029677210,10,29400,5399957.0,
1029677210,10,30000,5634930.0,
1029677210,10,30300,5789021.0,
1029677210,10,30600,5927447.0,
1029677210,10,31200,,1717322.0
1029677210,11,900,285426.0,
1029677210,11,1800,404313.0,
1029677210,11,3600,660308.0,
1029677210,11,5400,885519.0,
1029677210,11,7200,1198886.0,
1029677210,11,9000,1301708.0,
1029677210,11,10800,1437525.0,
1029677210,11,12600,1579807.0,
1029677210,11,14400,1684158.0,
1029677210,11,16200,1820081.0,
1029677210,11,18000,1945509.0,
1029677210,11,19800,2101328.0,
1029677210,11,21600,2533369.0,
1029677210,11,23400,2686386.0,
1029677210,11,25200,3109026.0,
1029677210,11,26400,3254238.0,
1029677210,11,27000,3353354.0,
1029677210,11,28500,3744819.0,
1029677210,11,28800,3835112.0,
1029677210,11,29400,4035038.0,
1029677210,11,30000,4299507.0,
1029677210,11,30300,4540509.0,
1029677210,11,30600,4700496.0,
1029677210,11,31200,,1473541.0
1029677210,12,900,581405.0,
1029677210,12,1800,926803.0,
1029677210,12,3600,1611535.0,
1029677210,12,5400,2076270.0,
1029677210,12,7200,2510655.0,
1029677210,12,9000,2766131.0,
1029677210,12,10800,2961528.0,
1029677210,12,12600,3123609.0,
1029677210,12,14400,3310401.0,
1029677210,12,16200,3409995.0,
1029677210,12,18000,3521307.0,
1029677210,12,19800,3679979.0,
1029677210,12,21600,3869646.0,
1029677210,12,23400,4037844.0,
1029677210,12,25200,4851261.0,
1029677210,12,26400,5299531.0,
1029677210,12,27000,5444219.0,
1029677210,12,28500,6112877.0,
1029677210,12,28800,6277082.0,
1029677210,12,29400,6573141.0,
1029677210,12,30000,6861419.0,
1029677210,12,30300,6960133.0,
1029677210,12,30600,7101314.0,
1029677210,12,31200,,1767739.0
1029677210,13,900,479194.0,
1029677210,13,1800,740013.0,
1029677210,13,3600,1347055.0,
1029677210,13,5400,1624823.0,
1029677210,13,7200,1845995.0,
1029677210,13,9000,2013027.0,
1029677210,13,10800,2202355.0,
1029677210,13,12600,2387738.0,
1029677210,13,14400,2509176.0,
1029677210,13,16200,2784133.0,
1029677210,13,18000,3024106.0,
1029677210,13,19800,3277826.0,
1029677210,13,21600,3643593.0,
1029677210,13,23400,3962388.0,
1029677210,13,25200,4673026.0,
1029677210,13,26400,5326569.0,
1029677210,13,27000,5523984.0,
1029677210,13,28500,5998672.0,
1029677210,13,28800,6097267.0,
1029677210,13,29400,6331011.0,
1029677210,13,30000,6555699.0,
1029677210,13,30300,6702619.0,
1029677210,13,30600,6837517.0,
1029677210,13,31200,,1646070.0
1029677210,14,900,305734.0,
1029677210,14,1800,561811.0,
1029677210,14,3600,1082586.0,
1029677210,14,5400,1728300.0,
1029677210,14,7200,2406937.0,
1029677210,14,9000,3044867.0,
1029677210,14,10800,3765541.0,
1029677210,14,12600,4230551.0,
1029677210,14,14400,4504101.0,
1029677210,14,16200,4721365.0,
1029677210,14,18000,5050569.0,
1029677210,14,19800,5600883.0,
1029677210,14,21600,6239034.0,
1029677210,14,23400,6586870.0,
1029677210,14,25200,7652401.0,
1029677210,14,26400,7968677.0,
1029677210,14,27000,8182887.0,
1029677210,14,28500,8900044.0,
1029677210,14,28800,9084513.0,
1029677210,14,29400,9363959.0,
1029677210,14,30000,9549414.0,
1029677210,14,30300,9641821.0,
1029677210,14,30600,9761243.0,
1029677210,14,31200,,2495768.0
1029677210,15,900,468291.0,
1029677210,15,1800,949951.0,
1029677210,15,3600,1523992.0,
1029677210,15,5400,1941859.0,
1029677210,15,7200,2273021.0,
1029677210,15,9000,2499543.0,
1029677210,15,10800,3911373.0,
1029677210,15,12600,4254066.0,
1029677210,15,14400,4465074.0,
1029677210,15,16200,4636542.0,
1029677210,15,18000,4755522.0,
1029677210,15,19800,5075164.0,
1029677210,15,21600,5315672.0,
1029677210,15,23400,5561578.0,
1029677210,15,25200,6529560.0,
1029677210,15,26400,6916216.0,
1029677210,15,27000,7109491.0,
1029677210,15,28500,7871629.0,
1029677210,15,28800,7976335.0,
1029677210,15,29400,8226116.0,
1029677210,15,30000,8473246.0,
1029677210,15,30300,8661981.0,
1029677210,15,30600,8877470.0,
1029677210,15,31200,,3842790.0
1029677210,16,900,290007.0,
1029677210,16,1800,425823.0,
1029677210,16,3600,831023.0,
1029677210,16,5400,1175712.0,
1029677210,16,7200,1565182.0,
1029677210,16,9000,1788569.0,
1029677210,16,10800,2071464.0,
1029677210,16,12600,2252962.0,
1029677210,16,14400,2555961.0,
1029677210,16,16200,2748019.0,
1029677210,16,18000,2925525.0,
1029677210,16,19800,3034668.0,
1029677210,16,21600,3187440.0,
1029677210,16,23400,3344094.0,
1029677210,16,25200,3780322.0,
1029677210,16,26400,4042680.0,
1029677210,16,27000,4141402.0,
1029677210,16,28500,4429600.0,
1029677210,16,28800,4546531.0,
1029677210,16,29400,4756014.0,
1029677210,16,30000,4941931.0,
1029677210,16,30300,5119201.0,
1029677210,16,30600,5413859.0,
1029677210,16,31200,,2549672.0
1029677210,17,900,317734.0,
1029677210,17,1800,518073.0,
1029677210,17,3600,846361.0,
1029677210,17,5400,1118001.0,
1029677210,17,7200,1331495.0,
1029677210,17,9000,1481284.0,
1029677210,17,10800,1675990.0,
1029677210,17,12600,1855864.0,
1029677210,17,14400,3368201.0,
1029677210,17,16200,3858824.0,
1029677210,17,18000,4090525.0,
1029677210,17,19800,4256816.0,
1029677210,17,21600,4520813.0,
1029677210,17,23400,4856891.0,
1029677210,17,25200,6079705.0,
1029677210,17,26400,6757966.0,
1029677210,17,27000,7131362.0,
1029677210,17,28500,7873884.0,
1029677210,17,28800,7977105.0,
1029677210,17,29400,8210458.0,
1029677210,17,30000,8584895.0,
1029677210,17,30300,8849986.0,
1029677210,17,30600,9189516.0,
1029677210,17,31200,,2374394.0
1029677210,18,900,475535.0,
1029677210,18,1800,780976.0,
1029677210,18,3600,1562356.0,
1029677210,18,5400,2135491.0,
1029677210,18,7200,2340460.0,
1029677210,18,9000,2580466.0,
1029677210,18,10800,3156649.0,
1029677210,18,12600,3331755.0,
1029677210,18,14400,3534041.0,
1029677210,18,16200,3691855.0,
1029677210,18,18000,3942134.0,
1029677210,18,19800,4091867.0,
1029677210,18,21600,4281395.0,
1029677210,18,23400,4643281.0,
1029677210,18,25200,5974710.0,
1029677210,18,26400,6464576.0,
1029677210,18,27000,6572924.0,
1029677210,18,28500,7219684.0,
1029677210,18,28800,7355699.0,
1029677210,18,29400,7506609.0,
1029677210,18,30000,7748287.0,
1029677210,18,30300,7915335.0,
1029677210,18,30600,8181576.0,
1029677210,18,31200,,4031618.0
1029677210,19,900,2672003.0,
1029677210,19,1800,5822803.0,
1029677210,19,3600,8289618.0,
1029677210,19,5400,10847323.0,
1029677210,19,7200,12160881.0,
1029677210,19,9000,13619154.0,
1029677210,19,10800,14791821.0,
1029677210,19,12600,15833556.0,
1029677210,19,14400,16701928.0,
1029677210,19,16200,17317685.0,
1029677210,19,18000,18298673.0,
1029677210,19,19800,19126120.0,
1029677210,19,21600,19835815.0,
1029677210,19,23400,20977120.0,
1029677210,19,25200,23195068.0,
1029677210,19,26400,24346349.0,
1029677210,19,27000,24916790.0,
1029677210,19,28500,26416282.0,
1029677210,19,28800,26831888.0,
1029677210,19,29400,27477160.0,
1029677210,19,30000,28133704.0,
1029677210,19,30300,28379007.0,
1029677210,19,30600,28663855.0,
1029677210,19,31200,,5961364.0
1029677210,20,900,1115944.0,
1029677210,20,1800,1963188.0,
1029677210,20,3600,2972320.0,
1029677210,20,5400,3686270.0,
1029677210,20,7200,4441313.0,
1029677210,20,9000,5336525.0,
1029677210,20,10800,6021236.0,
1029677210,20,12600,6472349.0,
1029677210,20,14400,6951010.0,
1029677210,20,16200,7457208.0,
1029677210,20,18000,7926796.0,
1029677210,20,19800,8541877.0,
1029677210,20,21600,9570705.0,
1029677210,20,23400,10390191.0,
1029677210,20,25200,11931255.0,
1029677210,20,26400,13191538.0,
1029677210,20,27000,13614850.0,
1029677210,20,28500,14579667.0,
1029677210,20,28800,14792807.0,
1029677210,20,29400,15161821.0,
1029677210,20,30000,15637702.0,
1029677210,20,30300,15878822.0,
1029677210,20,30600,16165527.0,
1029677210,20,31200,,4642032.0
1029677210,21,900,617872.0,
1029677210,21,1800,927525.0,
1029677210,21,3600,2058740.0,
1029677210,21,5400,3192844.0,
1029677210,21,7200,3940183.0,
1029677210,21,9000,4499611.0,
1029677210,21,10800,5134360.0,
1029677210,21,12600,6300418.0,
1029677210,21,14400,6910819.0,
1029677210,21,16200,7537421.0,
1029677210,21,18000,8014207.0,
1029677210,21,19800,8556683.0,
1029677210,21,21600,9086258.0,
1029677210,21,23400,10359003.0,
1029677210,21,25200,13084656.0,
1029677210,21,26400,15114665.0,
1029677210,21,27000,15621567.0,
1029677210,21,28500,17149991.0,
1029677210,21,28800,17336981.0,
1029677210,21,29400,17951878.0,
1029677210,21,30000,18700327.0,
1029677210,21,30300,18884103.0,
1029677210,21,30600,19269044.0,
1029677210,21,31200,,5558504.0
1029677210,22,900,935874.0,
1029677210,22,1800,1417751.0,
1029677210,22,3600,2036519.0,
1029677210,22,5400,2518245.0,
1029677210,22,7200,2970030.0,
1029677210,22,9000,3228479.0,
1029677210,22,10800,3581597.0,
1029677210,22,12600,4053909.0,
1029677210,22,14400,4551301.0,
1029677210,22,16200,5035669.0,
1029677210,22,18000,5647092.0,
1029677210,22,19800,6205602.0,
1029677210,22,21600,6680026.0,
1029677210,22,23400,7333444.0,
1029677210,22,25200,8213238.0,
1029677210,22,26400,8864033.0,
1029677210,22,27000,9031651.0,
1029677210,22,28500,9436754.0,
1029677210,22,28800,9501664.0,
1029677210,22,29400,9869293.0,
1029677210,22,30000,10102958.0,
1029677210,22,30300,10246452.0,
1029677210,22,30600,10418442.0,
1029677210,22,31200,,3766500.0
1029677210,23,900,525267.0,
1029677210,23,1800,945590.0,
1029677210,23,3600,1436520.0,
1029677210,23,5400,1847210.0,
1029677210,23,7200,2092172.0,
1029677210,23,9000,2433941.0,
1029677210,23,10800,3434215.0,
1029677210,23,12600,3876067.0,
1029677210,23,14400,4176868.0,
1029677210,23,16200,4375091.0,
1029677210,23,18000,4586713.0,
1029677210,23,19800,4945081.0,
1029677210,23,21600,5370389.0,
1029677210,23,23400,5876860.0,
1029677210,23,25200,6640466.0,
1029677210,23,26400,7160474.0,
1029677210,23,27000,7423412.0,
1029677210,23,28500,7861653.0,
1029677210,23,28800,7959510.0,
1029677210,23,29400,8196070.0,
1029677210,23,30000,8480427.0,
1029677210,23,30300,8635135.0,
1029677210,23,30600,8836542.0,
1029677210,23,31200,,4762400.0
1029677210,24,900,757956.0,
1029677210,24,1800,1251601.0,
1029677210,24,3600,1959509.0,
1029677210,24,5400,2476358.0,
1029677210,24,7200,2766040.0,
1029677210,24,9000,3098214.0,
1029677210,24,10800,3358479.0,
1029677210,24,12600,3668010.0,
1029677210,24,14400,4101755.0,
1029677210,24,16200,4557801.0,
1029677210,24,18000,4962342.0,
1029677210,24,19800,5202352.0,
1029677210,24,21600,5658745.0,
1029677210,24,23400,6090443.0,
1029677210,24,25200,6945753.0,
1029677210,24,26400,7774860.0,
1029677210,24,27000,8131099.0,
1029677210,24,28500,9152356.0,
1029677210,24,28800,9664764.0,
1029677210,24,29400,10232884.0,
1029677210,24,30000,10687593.0,
1029677210,24,30300,10902508.0,
1029677210,24,30600,11162607.0,
1029677210,24,31200,,3035952.0
1029677210,25,900,2071098.0,
1029677210,25,1800,2764435.0,
1029677210,25,3600,3632095.0,
1029677210,25,5400,4382221.0,
1029677210,25,7200,4931012.0,
1029677210,25,9000,5562447.0,
1029677210,25,10800,6205691.0,
1029677210,25,12600,6870493.0,
1029677210,25,14400,7442552.0,
1029677210,25,16200,7759258.0,
1029677210,25,18000,8028392.0,
1029677210,25,19800,8537271.0,
1029677210,25,21600,9571805.0,
1029677210,25,23400,10096483.0,
1029677210,25,25200,11767708.0,
1029677210,25,26400,12487079.0,
1029677210,25,27000,12816717.0,
1029677210,25,28500,13682079.0,
1029677210,25,28800,13921838.0,
1029677210,25,29400,14445300.0,
1029677210,25,30000,15093132.0,
1029677210,25,30300,15385551.0,
1029677210,25,30600,15724288.0,
1029677210,25,31200,,5285644.0
1029677210,26,900,1595215.0,
1029677210,26,1800,2478389.0,
1029677210,26,3600,3736959.0,
1029677210,26,5400,4510518.0,
1029677210,26,7200,5258428.0,
1029677210,26,9000,5862421.0,
1029677210,26,10800,6524273.0,
1029677210,26,12600,6858441.0,
1029677210,26,14400,7119209.0,
1029677210,26,16200,7405979.0,
1029677210,26,18000,7841199.0,
1029677210,26,19800,8474722.0,
1029677210,26,21600,9268934.0,
1029677210,26,23400,9896984.0,
1029677210,26,25200,11104916.0,
1029677210,26,26400,12235843.0,
1029677210,26,27000,12627417.0,
1029677210,26,28500,13296045.0,
1029677210,26,28800,13438217.0,
1029677210,26,29400,13796697.0,
1029677210,26,30000,14289463.0,
1029677210,26,30300,14542443.0,
1029677210,26,30600,14868168.0,
1029677210,26,31200,,3431586.0
1029677210,27,900,1011010.0,
1029677210,27,1800,1593698.0,
1029677210,27,3600,2653640.0,
1029677210,27,5400,3102256.0,
1029677210,27,7200,3720208.0,
1029677210,27,9000,4531650.0,
1029677210,27,10800,4991864.0,
1029677210,27,12600,5424126.0,
1029677210,27,14400,5748153.0,
1029677210,27,16200,6036379.0,
1029677210,27,18000,6325749.0,
1029677210,27,19800,6595881.0,
1029677210,27,21600,7254118.0,
1029677210,27,23400,7888637.0,
1029677210,27,25200,8869706.0,
1029677210,27,26400,9383586.0,
1029677210,27,27000,9679800.0,
1029677210,27,28500,10424215.0,
1029677210,27,28800,10519898.0,
1029677210,27,29400,10772062.0,
1029677210,27,30000,11109966.0,
1029677210,27,30300,11270133.0,
1029677210,27,30600,11522210.0,
1029677210,27,31200,,4189540.0
1029677210,28,900,804959.0,
1029677210,28,1800,1208721.0,
1029677210,28,3600,2161503.0,
1029677210,28,5400,2864268.0,
1029677210,28,7200,3878140.0,
1029677210,28,9000,4742403.0,
1029677210,28,10800,5650841.0,
1029677210,28,12600,6078772.0,
1029677210,28,14400,6523328.0,
1029677210,28,16200,7073661.0,
1029677210,28,18000,7575082.0,
1029677210,28,19800,8123618.0,
1029677210,28,21600,8542164.0,
1029677210,28,23400,9122328.0,
1029677210,28,25200,10510857.0,
1029677210,28,26400,11358901.0,
1029677210,28,27000,11810727.0,
1029677210,28,28500,12593640.0,
1029677210,28,28800,12756715.0,
1029677210,28,29400,13051058.0,
1029677210,28,30000,13349810.0,
1029677210,28,30300,13615824.0,
1029677210,28,30600,13937180.0,
1029677210,28,31200,,3812549.0
1029677210,29,900,775663.0,
1029677210,29,1800,1070043.0,
1029677210,29,3600,1629392.0,
1029677210,29,5400,2465215.0,
1029677210,29,7200,3072204.0,
1029677210,29,9000,3409759.0,
1029677210,29,10800,3772882.0,
1029677210,29,12600,4203937.0,
1029677210,29,14400,4415771.0,
1029677210,29,16200,4679300.0,
1029677210,29,18000,4848361.0,
1029677210,29,19800,5084415.0,
1029677210,29,21600,6611556.0,
1029677210,29,23400,7397481.0,
1029677210,29,25200,8720810.0,
1029677210,29,26400,9361750.0,
1029677210,29,27000,9861658.0,
1029677210,29,28500,10503586.0,
1029677210,29,28800,10571728.0,
1029677210,29,29400,10807058.0,
1029677210,29,30000,11158057.0,
1029677210,29,30300,11351555.0,
1029677210,29,30600,11560819.0,
1029677210,29,31200,,2546746.0
1029677210,30,900,315552.0,
1029677210,30,1800,508557.0,
1029677210,30,3600,1003138.0,
1029677210,30,5400,1282907.0,
1029677210,30,7200,1696453.0,
1029677210,30,9000,2105162.0,
1029677210,30,10800,2658044.0,
1029677210,30,12600,2947162.0,
1029677210,30,14400,3300327.0,
1029677210,30,16200,3520552.0,
1029677210,30,18000,3931393.0,
1029677210,30,19800,4296685.0,
1029677210,30,21600,4804244.0,
1029677210,30,23400,5723343.0,
1029677210,30,25200,6545711.0,
1029677210,30,26400,6999749.0,
1029677210,30,27000,7221760.0,
1029677210,30,28500,7785857.0,
1029677210,30,28800,7987616.0,
1029677210,30,29400,8218925.0,
1029677210,30,30000,8416355.0,
1029677210,30,30300,8579587.0,
1029677210,30,30600,8719222.0,
1029677210,30,31200,,2003864.0
1029677210,31,900,491886.0,
1029677210,31,1800,782420.0,
1029677210,31,3600,1311247.0,
1029677210,31,5400,1791213.0,
1029677210,31,7200,2200341.0,
1029677210,31,9000,2611001.0,
1029677210,31,10800,3035345.0,
1029677210,31,12600,3274509.0,
1029677210,31,14400,3476494.0,
1029677210,31,16200,3692646.0,
1029677210,31,18000,3871203.0,
1029677210,31,19800,4129056.0,
1029677210,31,21600,4422470.0,
1029677210,31,23400,4719801.0,
1029677210,31,25200,5665176.0,
1029677210,31,26400,6151982.0,
1029677210,31,27000,6445145.0,
1029677210,31,28500,7015036.0,
1029677210,31,28800,7103014.0,
1029677210,31,29400,7374359.0,
1029677210,31,30000,7664626.0,
1029677210,31,30300,7967749.0,
1029677210,31,30600,8165054.0,
1029677210,31,31200,,2662035.0
1029677210,32,900,829217.0,
1029677210,32,1800,1190919.0,
1029677210,32,3600,2407308.0,
1029677210,32,5400,3402462.0,
1029677210,32,7200,4261440.0,
1029677210,32,9000,4827076.0,
1029677210,32,10800,5274911.0,
1029677210,32,12600,5815660.0,
1029677210,32,14400,6167337.0,
1029677210,32,16200,6456420.0,
1029677210,32,18000,6717216.0,
1029677210,32,19800,7025764.0,
1029677210,32,21600,7503827.0,
1029677210,32,23400,8075300.0,
1029677210,32,25200,9277333.0,
1029677210,32,26400,9847901.0,
1029677210,32,27000,10083369.0,
1029677210,32,28500,10727735.0,
1029677210,32,28800,10988552.0,
1029677210,32,29400,11420812.0,
1029677210,32,30000,11844085.0,
1029677210,32,30300,12071556.0,
1029677210,32,30600,12396426.0,
1029677210,32,31200,,2755924.0
1029677210,33,900,689784.0,
1029677210,33,1800,1055281.0,
1029677210,33,3600,2207485.0,
1029677210,33,5400,2841546.0,
1029677210,33,7200,3331989.0,
1029677210,33,9000,3619122.0,
1029677210,33,10800,3936739.0,
1029677210,33,12600,4243738.0,
1029677210,33,14400,4483829.0,
1029677210,33,16200,4713173.0,
1029677210,33,18000,4915978.0,
1029677210,33,19800,5156307.0,
1029677210,33,21600,5661005.0,
1029677210,33,23400,6155400.0,
1029677210,33,25200,6893515.0,
1029677210,33,26400,7288263.0,
1029677210,33,27000,7424837.0,
1029677210,33,28500,7734501.0,
1029677210,33,28800,7836270.0,
1029677210,33,29400,8078204.0,
1029677210,33,30000,8318936.0,
1029677210,33,30300,8474681.0,
1029677210,33,30600,8680067.0,
1029677210,33,31200,,2519999.0
1029677210,35,900,1045568.0,
1029677210,35,1800,1678893.0,
1029677210,35,3600,2554831.0,
1029677210,35,5400,3586234.0,
1029677210,35,7200,4477247.0,
1029677210,35,9000,5240289.0,
1029677210,35,10800,6199129.0,
1029677210,35,12600,6571680.0,
1029677210,35,14400,6980418.0,
1029677210,35,16200,7378888.0,
1029677210,35,18000,7717605.0,
1029677210,35,19800,8383870.0,
1029677210,35,21600,8830646.0,
1029677210,35,23400,9413041.0,
1029677210,35,25200,10500971.0,
1029677210,35,26400,11055752.0,
1029677210,35,27000,11277714.0,
1029677210,35,28500,11857327.0,
1029677210,35,28800,12012117.0,
1029677210,35,29400,12288420.0,
1029677210,35,30000,12637273.0,
1029677210,35,30300,12813676.0,
1029677210,35,30600,13133798.0,
1029677210,35,31200,,2403488.0
1029677210,36,900,378672.0,
1029677210,36,1800,831276.0,
1029677210,36,3600,1460554.0,
1029677210,36,5400,1881624.0,
1029677210,36,7200,2450023.0,
1029677210,36,9000,2738195.0,
1029677210,36,10800,3018191.0,
1029677210,36,12600,3325393.0,
1029677210,36,14400,3979627.0,
